transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
7359,1098,2017,334.79,2023-01-01 02:02:38,0,MasterCard,City-28,Online Shopping,37,Purchase at Merchant-2017
7360,1018,2074,3983.01,2023-01-01 02:02:39,0,Visa,City-34,Online Shopping,66,Purchase at Merchant-2074
7361,1062,2065,9296.98,2023-01-01 02:02:40,0,Visa,City-19,Online Shopping,55,Purchase at Merchant-2065
7362,1072,2050,2608.49,2023-01-01 02:02:41,0,Discover,City-33,Travel,33,Purchase at Merchant-2050
7363,1026,2088,1571.17,2023-01-01 02:02:42,1,Visa,City-14,Restaurant,50,Purchase at Merchant-2088
7364,1063,2059,3504.44,2023-01-01 02:02:43,0,American Express,City-21,Travel,47,Purchase at Merchant-2059
7365,1051,2002,7287.99,2023-01-01 02:02:44,1,American Express,City-38,Online Shopping,22,Purchase at Merchant-2002
7366,1084,2063,8178.06,2023-01-01 02:02:45,0,Discover,City-50,Retail,70,Purchase at Merchant-2063
7367,1074,2084,5504.92,2023-01-01 02:02:46,1,American Express,City-25,Groceries,31,Purchase at Merchant-2084
7368,1026,2086,1096.17,2023-01-01 02:02:47,1,American Express,City-4,Restaurant,52,Purchase at Merchant-2086
7369,1072,2052,6040.2,2023-01-01 02:02:48,1,Visa,City-1,Gas Station,56,Purchase at Merchant-2052
7370,1079,2055,7384.22,2023-01-01 02:02:49,1,Visa,City-1,Gas Station,56,Purchase at Merchant-2055
7371,1095,2099,2256.41,2023-01-01 02:02:50,0,MasterCard,City-5,Travel,66,Purchase at Merchant-2099
7372,1068,2007,4625.55,2023-01-01 02:02:51,1,MasterCard,City-36,Groceries,27,Purchase at Merchant-2007
7373,1032,2039,1588.46,2023-01-01 02:02:52,1,Discover,City-43,Groceries,47,Purchase at Merchant-2039
7374,1032,2055,7583.53,2023-01-01 02:02:53,1,Discover,City-44,Restaurant,54,Purchase at Merchant-2055
7375,1010,2034,1810.02,2023-01-01 02:02:54,1,MasterCard,City-10,Restaurant,62,Purchase at Merchant-2034
7376,1035,2095,8613.18,2023-01-01 02:02:55,1,Visa,City-1,Retail,32,Purchase at Merchant-2095
7377,1100,2082,1609.05,2023-01-01 02:02:56,1,Visa,City-33,Restaurant,39,Purchase at Merchant-2082
7378,1056,2015,5730.19,2023-01-01 02:02:57,0,American Express,City-32,Online Shopping,60,Purchase at Merchant-2015
7379,1042,2078,8224.24,2023-01-01 02:02:58,1,Discover,City-7,Online Shopping,36,Purchase at Merchant-2078
7380,1088,2058,2229.86,2023-01-01 02:02:59,0,Discover,City-25,Gas Station,66,Purchase at Merchant-2058
7381,1074,2065,6525.65,2023-01-01 02:03:00,1,Visa,City-41,Online Shopping,34,Purchase at Merchant-2065
7382,1012,2048,2991.67,2023-01-01 02:03:01,0,American Express,City-14,Gas Station,61,Purchase at Merchant-2048
7383,1015,2100,7726.32,2023-01-01 02:03:02,0,Visa,City-34,Travel,35,Purchase at Merchant-2100
7384,1086,2061,8172.87,2023-01-01 02:03:03,1,MasterCard,City-36,Travel,39,Purchase at Merchant-2061
7385,1053,2092,604.4,2023-01-01 02:03:04,0,MasterCard,City-8,Groceries,68,Purchase at Merchant-2092
7386,1055,2043,8306.15,2023-01-01 02:03:05,1,American Express,City-38,Gas Station,52,Purchase at Merchant-2043
7387,1047,2069,7188.08,2023-01-01 02:03:06,1,Discover,City-14,Gas Station,65,Purchase at Merchant-2069
7388,1045,2047,4531.1,2023-01-01 02:03:07,1,American Express,City-46,Groceries,67,Purchase at Merchant-2047
7389,1025,2015,6462.36,2023-01-01 02:03:08,0,Visa,City-44,Restaurant,57,Purchase at Merchant-2015
7390,1042,2023,8242.39,2023-01-01 02:03:09,0,MasterCard,City-38,Travel,19,Purchase at Merchant-2023
7391,1045,2055,4541.64,2023-01-01 02:03:10,1,Discover,City-41,Groceries,39,Purchase at Merchant-2055
7392,1077,2069,1670.38,2023-01-01 02:03:11,0,Visa,City-42,Gas Station,65,Purchase at Merchant-2069
7393,1084,2098,6448.77,2023-01-01 02:03:12,1,Discover,City-10,Retail,46,Purchase at Merchant-2098
7394,1004,2050,3565.42,2023-01-01 02:03:13,0,American Express,City-31,Restaurant,69,Purchase at Merchant-2050
7395,1099,2087,2062.04,2023-01-01 02:03:14,0,Visa,City-6,Travel,30,Purchase at Merchant-2087
7396,1040,2011,4897.63,2023-01-01 02:03:15,1,American Express,City-37,Gas Station,59,Purchase at Merchant-2011
7397,1022,2020,6238.05,2023-01-01 02:03:16,0,MasterCard,City-7,Groceries,21,Purchase at Merchant-2020
7398,1045,2001,6269.75,2023-01-01 02:03:17,0,MasterCard,City-33,Online Shopping,25,Purchase at Merchant-2001
7399,1079,2044,3742.61,2023-01-01 02:03:18,1,Visa,City-38,Groceries,55,Purchase at Merchant-2044
7400,1057,2091,4531.91,2023-01-01 02:03:19,0,American Express,City-37,Restaurant,65,Purchase at Merchant-2091
7401,1080,2076,15.7,2023-01-01 02:03:20,0,Discover,City-15,Travel,56,Purchase at Merchant-2076
7402,1019,2034,8593.03,2023-01-01 02:03:21,1,MasterCard,City-36,Travel,38,Purchase at Merchant-2034
7403,1057,2026,4354.14,2023-01-01 02:03:22,1,Discover,City-7,Travel,26,Purchase at Merchant-2026
7404,1006,2066,8162.48,2023-01-01 02:03:23,1,Visa,City-40,Groceries,43,Purchase at Merchant-2066
7405,1030,2079,4192.77,2023-01-01 02:03:24,0,MasterCard,City-35,Gas Station,22,Purchase at Merchant-2079
7406,1026,2094,4956.67,2023-01-01 02:03:25,0,Visa,City-31,Retail,67,Purchase at Merchant-2094
7407,1088,2059,3640.25,2023-01-01 02:03:26,1,Visa,City-39,Gas Station,35,Purchase at Merchant-2059
7408,1048,2056,4133.7,2023-01-01 02:03:27,0,American Express,City-9,Groceries,62,Purchase at Merchant-2056
7409,1020,2007,8711.66,2023-01-01 02:03:28,0,Visa,City-7,Retail,40,Purchase at Merchant-2007
7410,1097,2060,1704.77,2023-01-01 02:03:29,1,Visa,City-27,Travel,68,Purchase at Merchant-2060
7411,1094,2037,5460.95,2023-01-01 02:03:30,1,MasterCard,City-22,Retail,61,Purchase at Merchant-2037
7412,1011,2006,6654.42,2023-01-01 02:03:31,1,Discover,City-1,Travel,46,Purchase at Merchant-2006
7413,1015,2016,9224.44,2023-01-01 02:03:32,1,Visa,City-7,Online Shopping,58,Purchase at Merchant-2016
7414,1095,2063,5654.8,2023-01-01 02:03:33,1,Visa,City-34,Travel,51,Purchase at Merchant-2063
7415,1007,2059,8425.62,2023-01-01 02:03:34,1,American Express,City-5,Travel,28,Purchase at Merchant-2059
7416,1032,2047,1725.86,2023-01-01 02:03:35,1,Discover,City-30,Gas Station,36,Purchase at Merchant-2047
7417,1080,2007,474.11,2023-01-01 02:03:36,0,Visa,City-48,Online Shopping,41,Purchase at Merchant-2007
7418,1019,2077,1869.85,2023-01-01 02:03:37,0,American Express,City-24,Online Shopping,64,Purchase at Merchant-2077
7419,1037,2088,786.77,2023-01-01 02:03:38,1,Discover,City-30,Travel,58,Purchase at Merchant-2088
7420,1002,2048,3720.32,2023-01-01 02:03:39,1,American Express,City-27,Restaurant,43,Purchase at Merchant-2048
7421,1044,2033,8254.54,2023-01-01 02:03:40,1,American Express,City-48,Restaurant,45,Purchase at Merchant-2033
7422,1089,2055,2999.94,2023-01-01 02:03:41,1,American Express,City-1,Online Shopping,32,Purchase at Merchant-2055
7423,1015,2044,8140.34,2023-01-01 02:03:42,0,Visa,City-7,Gas Station,45,Purchase at Merchant-2044
7424,1040,2087,6200.77,2023-01-01 02:03:43,0,American Express,City-33,Online Shopping,31,Purchase at Merchant-2087
7425,1058,2038,2802.13,2023-01-01 02:03:44,0,Visa,City-3,Gas Station,21,Purchase at Merchant-2038
7426,1061,2099,5426.72,2023-01-01 02:03:45,1,American Express,City-34,Online Shopping,40,Purchase at Merchant-2099
7427,1003,2004,9139.56,2023-01-01 02:03:46,1,Visa,City-28,Groceries,25,Purchase at Merchant-2004
7428,1043,2070,5851.97,2023-01-01 02:03:47,0,MasterCard,City-46,Groceries,26,Purchase at Merchant-2070
7429,1027,2035,1741.79,2023-01-01 02:03:48,0,American Express,City-29,Retail,51,Purchase at Merchant-2035
7430,1095,2023,1577.21,2023-01-01 02:03:49,0,MasterCard,City-44,Online Shopping,23,Purchase at Merchant-2023
7431,1069,2038,9571.61,2023-01-01 02:03:50,1,Discover,City-21,Retail,44,Purchase at Merchant-2038
7432,1028,2046,2480.19,2023-01-01 02:03:51,1,Visa,City-48,Gas Station,30,Purchase at Merchant-2046
7433,1027,2054,1741.4,2023-01-01 02:03:52,0,Visa,City-9,Retail,46,Purchase at Merchant-2054
7434,1070,2003,9574.47,2023-01-01 02:03:53,0,MasterCard,City-9,Retail,57,Purchase at Merchant-2003
7435,1067,2058,2454.34,2023-01-01 02:03:54,1,Discover,City-27,Online Shopping,55,Purchase at Merchant-2058
7436,1097,2042,681.68,2023-01-01 02:03:55,0,Visa,City-9,Gas Station,45,Purchase at Merchant-2042
7437,1034,2039,1548.1,2023-01-01 02:03:56,1,Visa,City-20,Restaurant,32,Purchase at Merchant-2039
7438,1071,2082,3748.65,2023-01-01 02:03:57,0,Discover,City-39,Restaurant,23,Purchase at Merchant-2082
7439,1062,2005,6523.24,2023-01-01 02:03:58,0,Visa,City-6,Retail,47,Purchase at Merchant-2005
7440,1080,2077,3320.53,2023-01-01 02:03:59,0,Discover,City-22,Travel,33,Purchase at Merchant-2077
7441,1094,2015,8536.54,2023-01-01 02:04:00,1,Visa,City-9,Gas Station,30,Purchase at Merchant-2015
7442,1019,2046,603.2,2023-01-01 02:04:01,1,American Express,City-44,Groceries,66,Purchase at Merchant-2046
7443,1089,2094,6185.74,2023-01-01 02:04:02,0,American Express,City-34,Online Shopping,30,Purchase at Merchant-2094
7444,1090,2005,7296.56,2023-01-01 02:04:03,1,Visa,City-40,Gas Station,53,Purchase at Merchant-2005
7445,1086,2069,9893.21,2023-01-01 02:04:04,1,Discover,City-15,Online Shopping,40,Purchase at Merchant-2069
7446,1003,2095,2843.96,2023-01-01 02:04:05,0,Discover,City-11,Travel,43,Purchase at Merchant-2095
7447,1049,2051,7964.18,2023-01-01 02:04:06,0,Discover,City-33,Retail,53,Purchase at Merchant-2051
7448,1075,2032,6832.67,2023-01-01 02:04:07,0,Visa,City-7,Gas Station,58,Purchase at Merchant-2032
7449,1085,2023,343.57,2023-01-01 02:04:08,0,Visa,City-26,Travel,33,Purchase at Merchant-2023
7450,1068,2011,8554.61,2023-01-01 02:04:09,1,Discover,City-28,Online Shopping,43,Purchase at Merchant-2011
7451,1006,2069,5813.14,2023-01-01 02:04:10,0,Discover,City-22,Travel,54,Purchase at Merchant-2069
7452,1033,2013,8133.46,2023-01-01 02:04:11,1,MasterCard,City-48,Retail,66,Purchase at Merchant-2013
7453,1022,2017,8087.28,2023-01-01 02:04:12,1,American Express,City-6,Travel,58,Purchase at Merchant-2017
7454,1008,2094,2855.52,2023-01-01 02:04:13,1,MasterCard,City-32,Retail,39,Purchase at Merchant-2094
7455,1037,2019,7835.84,2023-01-01 02:04:14,0,Visa,City-32,Restaurant,46,Purchase at Merchant-2019
7456,1026,2082,6241.58,2023-01-01 02:04:15,1,Discover,City-13,Groceries,20,Purchase at Merchant-2082
7457,1090,2064,7552.98,2023-01-01 02:04:16,1,Discover,City-5,Travel,64,Purchase at Merchant-2064
7458,1080,2056,2463.58,2023-01-01 02:04:17,1,Visa,City-14,Gas Station,64,Purchase at Merchant-2056
7459,1035,2036,8752.72,2023-01-01 02:04:18,1,Visa,City-6,Gas Station,58,Purchase at Merchant-2036
7460,1007,2045,2952.49,2023-01-01 02:04:19,1,American Express,City-40,Travel,21,Purchase at Merchant-2045
7461,1060,2059,2470.43,2023-01-01 02:04:20,1,American Express,City-50,Online Shopping,68,Purchase at Merchant-2059
7462,1084,2089,9192.17,2023-01-01 02:04:21,0,MasterCard,City-30,Restaurant,25,Purchase at Merchant-2089
7463,1002,2080,5925.03,2023-01-01 02:04:22,0,American Express,City-19,Retail,39,Purchase at Merchant-2080
7464,1009,2032,1331.3,2023-01-01 02:04:23,0,Visa,City-37,Restaurant,61,Purchase at Merchant-2032
7465,1050,2094,8120.34,2023-01-01 02:04:24,1,American Express,City-16,Restaurant,20,Purchase at Merchant-2094
7466,1085,2068,276.26,2023-01-01 02:04:25,0,Discover,City-8,Retail,63,Purchase at Merchant-2068
7467,1035,2073,5647.66,2023-01-01 02:04:26,0,Discover,City-16,Gas Station,33,Purchase at Merchant-2073
7468,1085,2059,7406.79,2023-01-01 02:04:27,1,American Express,City-21,Retail,35,Purchase at Merchant-2059
7469,1085,2006,9998.21,2023-01-01 02:04:28,0,Discover,City-9,Gas Station,31,Purchase at Merchant-2006
7470,1047,2010,2312.61,2023-01-01 02:04:29,0,MasterCard,City-46,Gas Station,25,Purchase at Merchant-2010
7471,1014,2042,1271.99,2023-01-01 02:04:30,0,American Express,City-48,Gas Station,45,Purchase at Merchant-2042
7472,1003,2048,9659.52,2023-01-01 02:04:31,1,Visa,City-32,Restaurant,27,Purchase at Merchant-2048
7473,1038,2005,2701.96,2023-01-01 02:04:32,1,Visa,City-44,Travel,57,Purchase at Merchant-2005
7474,1084,2019,2709.53,2023-01-01 02:04:33,0,MasterCard,City-28,Travel,29,Purchase at Merchant-2019
7475,1050,2078,1625.31,2023-01-01 02:04:34,1,Visa,City-12,Gas Station,30,Purchase at Merchant-2078
7476,1030,2093,5802.08,2023-01-01 02:04:35,1,MasterCard,City-23,Gas Station,64,Purchase at Merchant-2093
7477,1049,2082,4448.87,2023-01-01 02:04:36,0,Visa,City-22,Travel,38,Purchase at Merchant-2082
7478,1066,2013,3340.06,2023-01-01 02:04:37,0,American Express,City-40,Restaurant,43,Purchase at Merchant-2013
7479,1091,2049,5988.46,2023-01-01 02:04:38,0,Visa,City-16,Travel,29,Purchase at Merchant-2049
7480,1013,2066,3137.44,2023-01-01 02:04:39,0,Discover,City-32,Retail,25,Purchase at Merchant-2066
7481,1041,2093,8746.91,2023-01-01 02:04:40,0,Visa,City-28,Retail,33,Purchase at Merchant-2093
7482,1063,2011,6015.42,2023-01-01 02:04:41,1,Discover,City-43,Online Shopping,34,Purchase at Merchant-2011
7483,1077,2044,1347.63,2023-01-01 02:04:42,0,American Express,City-24,Restaurant,70,Purchase at Merchant-2044
7484,1069,2082,573.85,2023-01-01 02:04:43,1,Discover,City-5,Groceries,30,Purchase at Merchant-2082
7485,1012,2096,1435.0,2023-01-01 02:04:44,1,MasterCard,City-6,Online Shopping,33,Purchase at Merchant-2096
7486,1024,2039,9670.14,2023-01-01 02:04:45,1,MasterCard,City-34,Retail,41,Purchase at Merchant-2039
7487,1026,2055,4020.87,2023-01-01 02:04:46,1,American Express,City-9,Restaurant,46,Purchase at Merchant-2055
7488,1065,2052,761.79,2023-01-01 02:04:47,1,American Express,City-21,Groceries,23,Purchase at Merchant-2052
7489,1059,2003,4603.26,2023-01-01 02:04:48,1,Discover,City-28,Groceries,67,Purchase at Merchant-2003
7490,1072,2024,5884.1,2023-01-01 02:04:49,0,Discover,City-49,Online Shopping,68,Purchase at Merchant-2024
7491,1092,2096,2785.77,2023-01-01 02:04:50,0,American Express,City-28,Restaurant,29,Purchase at Merchant-2096
7492,1003,2033,665.01,2023-01-01 02:04:51,1,Visa,City-41,Retail,19,Purchase at Merchant-2033
7493,1006,2093,158.73,2023-01-01 02:04:52,1,American Express,City-50,Restaurant,38,Purchase at Merchant-2093
7494,1032,2084,1830.7,2023-01-01 02:04:53,0,American Express,City-22,Restaurant,49,Purchase at Merchant-2084
7495,1068,2096,7750.99,2023-01-01 02:04:54,0,MasterCard,City-8,Retail,37,Purchase at Merchant-2096
7496,1040,2011,2689.33,2023-01-01 02:04:55,0,MasterCard,City-25,Groceries,57,Purchase at Merchant-2011
7497,1043,2056,938.14,2023-01-01 02:04:56,1,American Express,City-14,Groceries,26,Purchase at Merchant-2056
7498,1063,2015,2039.46,2023-01-01 02:04:57,0,Visa,City-39,Gas Station,70,Purchase at Merchant-2015
7499,1051,2025,4486.89,2023-01-01 02:04:58,1,Visa,City-8,Travel,22,Purchase at Merchant-2025
7500,1096,2074,6225.12,2023-01-01 02:04:59,1,Visa,City-30,Restaurant,32,Purchase at Merchant-2074
7501,1021,2034,7970.33,2023-01-01 02:05:00,0,Visa,City-11,Gas Station,58,Purchase at Merchant-2034
7502,1003,2039,5863.71,2023-01-01 02:05:01,1,MasterCard,City-31,Gas Station,52,Purchase at Merchant-2039
7503,1045,2079,1816.31,2023-01-01 02:05:02,1,Discover,City-7,Travel,45,Purchase at Merchant-2079
7504,1088,2066,4468.92,2023-01-01 02:05:03,0,MasterCard,City-50,Groceries,18,Purchase at Merchant-2066
7505,1046,2070,7032.88,2023-01-01 02:05:04,0,MasterCard,City-22,Travel,42,Purchase at Merchant-2070
7506,1046,2032,1007.75,2023-01-01 02:05:05,1,American Express,City-17,Online Shopping,50,Purchase at Merchant-2032
7507,1081,2089,3730.05,2023-01-01 02:05:06,1,MasterCard,City-35,Retail,29,Purchase at Merchant-2089
7508,1039,2007,7228.25,2023-01-01 02:05:07,0,MasterCard,City-45,Gas Station,51,Purchase at Merchant-2007
7509,1031,2048,1289.81,2023-01-01 02:05:08,0,Discover,City-13,Retail,57,Purchase at Merchant-2048
7510,1065,2074,4241.29,2023-01-01 02:05:09,0,Discover,City-27,Retail,46,Purchase at Merchant-2074
7511,1036,2061,9508.4,2023-01-01 02:05:10,0,Discover,City-12,Travel,67,Purchase at Merchant-2061
7512,1008,2028,4739.79,2023-01-01 02:05:11,0,Visa,City-35,Groceries,26,Purchase at Merchant-2028
7513,1081,2098,1519.94,2023-01-01 02:05:12,0,American Express,City-6,Restaurant,68,Purchase at Merchant-2098
7514,1033,2056,8531.94,2023-01-01 02:05:13,0,American Express,City-48,Online Shopping,60,Purchase at Merchant-2056
7515,1050,2036,6299.26,2023-01-01 02:05:14,0,MasterCard,City-13,Travel,60,Purchase at Merchant-2036
7516,1004,2096,3992.43,2023-01-01 02:05:15,1,Discover,City-19,Restaurant,50,Purchase at Merchant-2096
7517,1072,2089,3837.12,2023-01-01 02:05:16,1,MasterCard,City-8,Groceries,46,Purchase at Merchant-2089
7518,1036,2100,8974.02,2023-01-01 02:05:17,0,MasterCard,City-15,Retail,20,Purchase at Merchant-2100
7519,1029,2024,1427.25,2023-01-01 02:05:18,1,American Express,City-22,Gas Station,27,Purchase at Merchant-2024
7520,1020,2036,263.79,2023-01-01 02:05:19,0,American Express,City-2,Gas Station,34,Purchase at Merchant-2036
7521,1044,2065,6211.9,2023-01-01 02:05:20,1,American Express,City-13,Retail,41,Purchase at Merchant-2065
7522,1051,2086,1213.45,2023-01-01 02:05:21,1,MasterCard,City-13,Retail,43,Purchase at Merchant-2086
7523,1085,2006,8088.43,2023-01-01 02:05:22,0,American Express,City-19,Retail,37,Purchase at Merchant-2006
7524,1018,2078,2293.4,2023-01-01 02:05:23,0,American Express,City-26,Restaurant,69,Purchase at Merchant-2078
7525,1012,2052,55.05,2023-01-01 02:05:24,1,MasterCard,City-1,Travel,62,Purchase at Merchant-2052
7526,1094,2024,5934.98,2023-01-01 02:05:25,0,Visa,City-46,Gas Station,38,Purchase at Merchant-2024
7527,1049,2087,6601.85,2023-01-01 02:05:26,1,MasterCard,City-31,Groceries,66,Purchase at Merchant-2087
7528,1067,2037,8794.8,2023-01-01 02:05:27,1,Visa,City-20,Restaurant,32,Purchase at Merchant-2037
7529,1087,2035,9024.83,2023-01-01 02:05:28,1,Visa,City-38,Online Shopping,25,Purchase at Merchant-2035
7530,1079,2001,3160.9,2023-01-01 02:05:29,1,Visa,City-27,Retail,61,Purchase at Merchant-2001
7531,1081,2053,1382.91,2023-01-01 02:05:30,1,American Express,City-41,Retail,21,Purchase at Merchant-2053
7532,1088,2027,620.23,2023-01-01 02:05:31,1,American Express,City-33,Groceries,48,Purchase at Merchant-2027
7533,1030,2003,1670.49,2023-01-01 02:05:32,1,Discover,City-29,Gas Station,43,Purchase at Merchant-2003
7534,1054,2054,1067.89,2023-01-01 02:05:33,0,Discover,City-21,Travel,58,Purchase at Merchant-2054
7535,1031,2085,3544.79,2023-01-01 02:05:34,1,American Express,City-29,Restaurant,55,Purchase at Merchant-2085
7536,1074,2017,2310.41,2023-01-01 02:05:35,0,Visa,City-20,Restaurant,62,Purchase at Merchant-2017
7537,1020,2036,3325.33,2023-01-01 02:05:36,0,American Express,City-42,Travel,21,Purchase at Merchant-2036
7538,1055,2035,109.23,2023-01-01 02:05:37,1,Visa,City-48,Travel,48,Purchase at Merchant-2035
7539,1040,2060,949.93,2023-01-01 02:05:38,1,MasterCard,City-19,Gas Station,19,Purchase at Merchant-2060
7540,1078,2077,2106.74,2023-01-01 02:05:39,1,American Express,City-28,Gas Station,18,Purchase at Merchant-2077
7541,1043,2082,7721.21,2023-01-01 02:05:40,1,American Express,City-45,Travel,67,Purchase at Merchant-2082
7542,1058,2041,1012.67,2023-01-01 02:05:41,1,MasterCard,City-21,Travel,61,Purchase at Merchant-2041
7543,1070,2013,6402.07,2023-01-01 02:05:42,0,MasterCard,City-20,Online Shopping,54,Purchase at Merchant-2013
7544,1017,2029,3002.13,2023-01-01 02:05:43,0,MasterCard,City-46,Groceries,42,Purchase at Merchant-2029
7545,1027,2029,6665.24,2023-01-01 02:05:44,1,Discover,City-17,Online Shopping,20,Purchase at Merchant-2029
7546,1084,2003,503.2,2023-01-01 02:05:45,1,American Express,City-35,Groceries,53,Purchase at Merchant-2003
7547,1018,2091,8515.01,2023-01-01 02:05:46,0,Visa,City-10,Retail,54,Purchase at Merchant-2091
7548,1075,2042,4856.29,2023-01-01 02:05:47,0,MasterCard,City-8,Travel,45,Purchase at Merchant-2042
7549,1070,2029,5916.88,2023-01-01 02:05:48,0,Discover,City-33,Restaurant,47,Purchase at Merchant-2029
7550,1088,2009,6380.74,2023-01-01 02:05:49,0,MasterCard,City-32,Retail,37,Purchase at Merchant-2009
7551,1026,2079,2616.67,2023-01-01 02:05:50,0,Visa,City-14,Gas Station,34,Purchase at Merchant-2079
7552,1018,2037,6058.59,2023-01-01 02:05:51,0,Discover,City-40,Retail,32,Purchase at Merchant-2037
7553,1040,2094,1277.23,2023-01-01 02:05:52,0,American Express,City-36,Retail,59,Purchase at Merchant-2094
7554,1089,2092,6927.32,2023-01-01 02:05:53,0,MasterCard,City-43,Gas Station,38,Purchase at Merchant-2092
7555,1091,2078,2520.73,2023-01-01 02:05:54,1,American Express,City-12,Online Shopping,69,Purchase at Merchant-2078
7556,1068,2059,1321.61,2023-01-01 02:05:55,0,MasterCard,City-7,Online Shopping,55,Purchase at Merchant-2059
7557,1018,2076,9707.77,2023-01-01 02:05:56,1,MasterCard,City-49,Online Shopping,67,Purchase at Merchant-2076
7558,1056,2054,5022.17,2023-01-01 02:05:57,1,MasterCard,City-9,Retail,32,Purchase at Merchant-2054
7559,1099,2082,2370.31,2023-01-01 02:05:58,1,American Express,City-22,Restaurant,35,Purchase at Merchant-2082
7560,1019,2077,8188.2,2023-01-01 02:05:59,0,MasterCard,City-21,Travel,41,Purchase at Merchant-2077
7561,1084,2043,6286.54,2023-01-01 02:06:00,1,American Express,City-33,Groceries,59,Purchase at Merchant-2043
7562,1073,2070,6757.3,2023-01-01 02:06:01,1,MasterCard,City-35,Travel,49,Purchase at Merchant-2070
7563,1021,2050,7007.12,2023-01-01 02:06:02,0,Visa,City-32,Gas Station,22,Purchase at Merchant-2050
7564,1041,2061,5401.61,2023-01-01 02:06:03,0,MasterCard,City-31,Restaurant,44,Purchase at Merchant-2061
7565,1009,2072,1103.52,2023-01-01 02:06:04,0,American Express,City-18,Travel,62,Purchase at Merchant-2072
7566,1072,2002,1811.52,2023-01-01 02:06:05,0,Discover,City-3,Online Shopping,61,Purchase at Merchant-2002
7567,1069,2044,9277.43,2023-01-01 02:06:06,1,Discover,City-50,Gas Station,25,Purchase at Merchant-2044
7568,1093,2044,84.16,2023-01-01 02:06:07,1,American Express,City-23,Retail,41,Purchase at Merchant-2044
7569,1016,2041,7718.89,2023-01-01 02:06:08,1,Discover,City-4,Groceries,59,Purchase at Merchant-2041
7570,1024,2045,4836.19,2023-01-01 02:06:09,0,MasterCard,City-14,Restaurant,59,Purchase at Merchant-2045
7571,1041,2057,424.06,2023-01-01 02:06:10,0,Visa,City-50,Restaurant,45,Purchase at Merchant-2057
7572,1019,2020,4932.17,2023-01-01 02:06:11,1,Discover,City-5,Travel,31,Purchase at Merchant-2020
7573,1094,2060,3828.22,2023-01-01 02:06:12,1,MasterCard,City-22,Retail,33,Purchase at Merchant-2060
7574,1004,2096,5750.07,2023-01-01 02:06:13,1,MasterCard,City-5,Online Shopping,42,Purchase at Merchant-2096
7575,1098,2064,9616.81,2023-01-01 02:06:14,0,American Express,City-14,Restaurant,19,Purchase at Merchant-2064
7576,1041,2027,8807.47,2023-01-01 02:06:15,1,Visa,City-20,Groceries,44,Purchase at Merchant-2027
7577,1053,2069,7577.96,2023-01-01 02:06:16,1,Visa,City-49,Travel,61,Purchase at Merchant-2069
7578,1053,2090,5893.23,2023-01-01 02:06:17,0,Discover,City-43,Travel,23,Purchase at Merchant-2090
7579,1039,2022,9861.91,2023-01-01 02:06:18,0,American Express,City-25,Gas Station,19,Purchase at Merchant-2022
7580,1057,2087,4305.68,2023-01-01 02:06:19,0,American Express,City-24,Groceries,66,Purchase at Merchant-2087
7581,1096,2050,961.8,2023-01-01 02:06:20,0,American Express,City-4,Groceries,62,Purchase at Merchant-2050
7582,1082,2033,8727.34,2023-01-01 02:06:21,1,Visa,City-35,Restaurant,61,Purchase at Merchant-2033
7583,1095,2052,9428.13,2023-01-01 02:06:22,1,American Express,City-46,Gas Station,23,Purchase at Merchant-2052
7584,1036,2005,1667.63,2023-01-01 02:06:23,0,MasterCard,City-43,Gas Station,33,Purchase at Merchant-2005
7585,1020,2085,4678.03,2023-01-01 02:06:24,1,American Express,City-27,Restaurant,61,Purchase at Merchant-2085
7586,1100,2074,5433.59,2023-01-01 02:06:25,1,Visa,City-21,Gas Station,28,Purchase at Merchant-2074
7587,1025,2011,2905.46,2023-01-01 02:06:26,0,Discover,City-45,Gas Station,31,Purchase at Merchant-2011
7588,1014,2081,4338.58,2023-01-01 02:06:27,0,MasterCard,City-27,Online Shopping,22,Purchase at Merchant-2081
7589,1017,2063,582.73,2023-01-01 02:06:28,1,Discover,City-40,Online Shopping,29,Purchase at Merchant-2063
7590,1024,2072,5202.46,2023-01-01 02:06:29,1,MasterCard,City-37,Gas Station,30,Purchase at Merchant-2072
7591,1004,2045,6369.03,2023-01-01 02:06:30,1,American Express,City-28,Travel,19,Purchase at Merchant-2045
7592,1098,2011,7858.25,2023-01-01 02:06:31,0,American Express,City-45,Retail,32,Purchase at Merchant-2011
7593,1079,2027,3599.18,2023-01-01 02:06:32,0,Discover,City-48,Gas Station,43,Purchase at Merchant-2027
7594,1079,2096,5277.64,2023-01-01 02:06:33,1,MasterCard,City-15,Travel,49,Purchase at Merchant-2096
7595,1035,2068,1929.13,2023-01-01 02:06:34,0,MasterCard,City-35,Online Shopping,28,Purchase at Merchant-2068
7596,1078,2048,7390.78,2023-01-01 02:06:35,0,Discover,City-32,Restaurant,45,Purchase at Merchant-2048
7597,1073,2039,1726.24,2023-01-01 02:06:36,0,Visa,City-18,Gas Station,50,Purchase at Merchant-2039
7598,1079,2038,7750.63,2023-01-01 02:06:37,1,Discover,City-19,Travel,36,Purchase at Merchant-2038
7599,1030,2097,6997.71,2023-01-01 02:06:38,0,MasterCard,City-31,Restaurant,46,Purchase at Merchant-2097
